time_s,step,observation,action_pre_scale
1772115495.746403,2044,"[-0.001423265435732901,-0.0002442206896375865,0.005933151580393314,-0.007456851191818714,0.030892668291926384,-0.12676647305488586,-0.01965286396443844,-0.009968784637749195,-0.9997571706771851,0.03299061208963394,0.02608560398221016,0.023783933371305466,-0.04411535710096359,-0.11872785538434982,0.07921583950519562,0.0057541802525520325,0.008439458906650543,0.06981734931468964,0.08554542809724808,0.19007965922355652,-0.09762921184301376,-0.04029304161667824,-0.10476190596818924,-0.12087912112474442,0.04029304161667824,-0.0,0.061050061136484146,0.024175824597477913,-0.04029304161667824,-0.1369963437318802,0.024175824597477913,0.012210012413561344,-0.14652015268802643,-0.5165845155715942,-0.06255799531936646,0.41669705510139465,0.7716606855392456,0.695566713809967,-0.4433993697166443,0.7363994717597961,0.19817307591438293,0.2591657042503357,-0.4550304710865021,-0.3974386155605316,0.3232993483543396,-0.0,0.0,0.0]","[-0.5258333683013916,-0.07687248289585114,0.42368370294570923,0.7634047865867615,0.7042738199234009,-0.45280492305755615,0.6781994700431824,0.19163478910923004,0.2534063458442688,-0.4566521942615509,-0.39899739623069763,0.329631507396698]"
1772115495.767536,2045,"[-0.001423265435732901,-0.0002442206896375865,0.005933151580393314,-0.007456851191818714,0.030892668291926384,-0.12676647305488586,-0.01965286396443844,-0.009968784637749195,-0.9997571706771851,0.032607004046440125,0.026469215750694275,0.023783933371305466,-0.04449896886944771,-0.11757701635360718,0.08036667853593826,0.00613778829574585,0.007672235369682312,0.06866651773452759,0.08707987517118454,0.19257313013076782,-0.10280796885490417,0.008058608509600163,-0.008058608509600163,-0.1369963437318802,0.10476190596818924,0.08547008782625198,0.07326007634401321,0.008058608509600163,-0.12087912112474442,-0.056410256773233414,0.1369963437318802,0.1587301641702652,-0.24420024454593658,-0.5258333683013916,-0.07687248289585114,0.42368370294570923,0.7634047865867615,0.7042738199234009,-0.45280492305755615,0.6781994700431824,0.19163478910923004,0.2534063458442688,-0.4566521942615509,-0.39899739623069763,0.329631507396698,-0.0,0.0,0.0]","[-0.5385984182357788,-0.08861245214939117,0.42970624566078186,0.754983127117157,0.7139354348182678,-0.4616728723049164,0.6188082098960876,0.1909107118844986,0.2505403459072113,-0.45987966656684875,-0.4023462235927582,0.33733925223350525]"
1772115495.786991,2046,"[-0.0002684274804778397,-0.0003899599250871688,0.005984175018966198,-0.007456851191818714,0.030892668291926384,-0.12676647305488586,-0.01965286396443844,-0.009968784637749195,-0.9997571706771851,0.032607004046440125,0.026469215750694275,0.023783933371305466,-0.044882580637931824,-0.11719340831041336,0.0811338946223259,0.0057541802525520325,0.007672235369682312,0.06828290224075317,0.08746349066495895,0.19334034621715546,-0.1035751923918724,-0.08864469081163406,-0.008058608509600163,-0.07252747565507889,0.024175824597477913,-0.012210012413561344,0.02442002482712269,-0.024175824597477913,-0.008058608509600163,0.04029304161667824,0.024175824597477913,0.061050061136484146,-0.02442002482712269,-0.5385984182357788,-0.08861245214939117,0.42970624566078186,0.754983127117157,0.7139354348182678,-0.4616728723049164,0.6188082098960876,0.1909107118844986,0.2505403459072113,-0.45987966656684875,-0.4023462235927582,0.33733925223350525,-0.0,0.0,0.0]","[-0.5555340051651001,-0.09767286479473114,0.43476784229278564,0.7494763135910034,0.7242798209190369,-0.46836143732070923,0.5584034323692322,0.1925351619720459,0.24924643337726593,-0.46473047137260437,-0.4068865478038788,0.34398749470710754]"
1772115495.807279,2047,"[-0.0002684274804778397,-0.0003899599250871688,0.005984175018966198,0.0,0.006391586735844612,-0.09906959533691406,-0.01965286396443844,-0.009968784637749195,-0.9997571706771851,0.03145616874098778,0.026469215750694275,0.023783933371305466,-0.045649804174900055,-0.11700160056352615,0.08247654139995575,0.00613778829574585,0.006521400064229965,0.06713207066059113,0.088614322245121,0.19410757720470428,-0.10434241592884064,-0.008058608509600163,-0.056410256773233414,-0.056410256773233414,-0.16923077404499054,0.012210012413561344,0.09768009930849075,-0.07252747565507889,-0.12087912112474442,-0.056410256773233414,0.10476190596818924,0.04884004965424538,0.012210012413561344,-0.5555340051651001,-0.09767286479473114,0.43476784229278564,0.7494763135910034,0.7242798209190369,-0.46836143732070923,0.5584034323692322,0.1925351619720459,0.24924643337726593,-0.46473047137260437,-0.4068865478038788,0.34398749470710754,-0.0,0.0,0.0]","[-0.5689765214920044,-0.1049182265996933,0.42531031370162964,0.7495372295379639,0.7355878949165344,-0.476769357919693,0.49774521589279175,0.20081590116024017,0.2454722672700882,-0.4651564657688141,-0.408760666847229,0.34887948632240295]"
1772115495.827420,2048,"[-0.0002684274804778397,-0.0003899599250871688,0.005984175018966198,0.0,0.006391586735844612,-0.09906959533691406,-0.017448145896196365,-0.009585773572325706,-0.9998018145561218,0.03030533157289028,0.026469215750694275,0.023783933371305466,-0.04603341594338417,-0.11719340831041336,0.08305195719003677,0.00613778829574585,0.004986952990293503,0.06674845516681671,0.08899793773889542,0.19583383202552795,-0.10491783171892166,-0.08864469081163406,-0.15311355888843536,-0.056410256773233414,0.15311355888843536,-0.0,0.061050061136484146,0.04029304161667824,-0.12087912112474442,-0.024175824597477913,0.08864469081163406,0.12210012227296829,-0.03663003817200661,-0.5689765214920044,-0.1049182265996933,0.42531031370162964,0.7495372295379639,0.7355878949165344,-0.476769357919693,0.49774521589279175,0.20081590116024017,0.2454722672700882,-0.4651564657688141,-0.408760666847229,0.34887948632240295,-0.0,0.0,0.0]","[-0.5756591558456421,-0.11172512173652649,0.4246840476989746,0.7461832165718079,0.742189884185791,-0.48276910185813904,0.44251638650894165,0.20855751633644104,0.2445048838853836,-0.46848663687705994,-0.4102742373943329,0.353901207447052]"
1772115495.848997,2049,"[-0.0002684274804778397,-0.0003899599250871688,0.005984175018966198,0.0,0.006391586735844612,-0.09906959533691406,-0.017448145896196365,-0.009585773572325706,-0.9998018145561218,0.028003660961985588,0.026469215750694275,0.0234003197401762,-0.046417027711868286,-0.11700160056352615,0.08439459651708603,0.00613778829574585,0.0023016706109046936,0.0663648396730423,0.08938154578208923,0.1966010481119156,-0.10530143976211548,-0.056410256773233414,0.024175824597477913,0.04029304161667824,0.16923077404499054,-0.012210012413561344,0.04884004965424538,0.008058608509600163,-0.08864469081163406,-0.1369963437318802,0.10476190596818924,0.04884004965424538,-0.012210012413561344,-0.5756591558456421,-0.11172512173652649,0.4246840476989746,0.7461832165718079,0.742189884185791,-0.48276910185813904,0.44251638650894165,0.20855751633644104,0.2445048838853836,-0.46848663687705994,-0.4102742373943329,0.353901207447052,-0.0,0.0,0.0]","[-0.5755476951599121,-0.1194499284029007,0.4243440628051758,0.7431147694587708,0.7469095587730408,-0.48806115984916687,0.3930773138999939,0.217828169465065,0.24475763738155365,-0.4710628092288971,-0.4120182394981384,0.3589792847633362]"
1772115495.868671,2050,"[-0.0002684274804778397,-0.0003899599250871688,0.005984175018966198,0.0,0.006391586735844612,-0.09906959533691406,-0.017448145896196365,-0.009585773572325706,-0.9998018145561218,0.024934766814112663,0.02685282751917839,0.023016707971692085,-0.0468006394803524,-0.11700160056352615,0.08554543554782867,0.0057541802525520325,-0.0011508353054523468,0.06598122417926788,0.09014876931905746,0.19851911067962646,-0.10606866329908371,-0.1369963437318802,0.056410256773233414,-0.3142857253551483,0.008058608509600163,-0.012210012413561344,0.02442002482712269,-0.024175824597477913,-0.1369963437318802,-0.16923077404499054,-0.008058608509600163,0.10989011079072952,-0.04884004965424538,-0.5755476951599121,-0.1194499284029007,0.4243440628051758,0.7431147694587708,0.7469095587730408,-0.48806115984916687,0.3930773138999939,0.217828169465065,0.24475763738155365,-0.4710628092288971,-0.4120182394981384,0.3589792847633362,-0.0,0.0,0.0]","[-0.5753693580627441,-0.12628117203712463,0.42299818992614746,0.7469705939292908,0.7515127062797546,-0.49198856949806213,0.3476507067680359,0.23049326241016388,0.24366827309131622,-0.4729091227054596,-0.4130167067050934,0.36383330821990967]"
1772115495.888077,2051,"[0.0007304273312911391,-0.0004337786522228271,0.005803070031106472,0.0,0.006391586735844612,-0.09906959533691406,-0.017448145896196365,-0.009585773572325706,-0.9998018145561218,0.0234003197401762,0.026469215750694275,0.0234003197401762,-0.04718425124883652,-0.11738520860671997,0.08592904359102249,0.00613778829574585,-0.0023016706109046936,0.06559762358665466,0.09053238481283188,0.20024538040161133,-0.10626047104597092,-0.08864469081163406,0.10476190596818924,0.16923077404499054,0.15311355888843536,-0.04884004965424538,0.061050061136484146,0.024175824597477913,-0.10476190596818924,0.04029304161667824,-0.12087912112474442,0.04884004965424538,-0.012210012413561344,-0.5753693580627441,-0.12628117203712463,0.42299818992614746,0.7469705939292908,0.7515127062797546,-0.49198856949806213,0.3476507067680359,0.23049326241016388,0.24366827309131622,-0.4729091227054596,-0.4130167067050934,0.36383330821990967,-0.0,0.0,0.0]","[-0.5689127445220947,-0.13237671554088593,0.42445987462997437,0.7445492744445801,0.7571344971656799,-0.4952274262905121,0.30515050888061523,0.24164532124996185,0.24787463247776031,-0.47991523146629333,-0.4140057861804962,0.37054917216300964]"
1772115495.907471,2052,"[0.0007304273312911391,-0.0004337786522228271,0.005803070031106472,-0.001065264455974102,0.01810949482023716,0.008522115647792816,-0.017448145896196365,-0.009585773572325706,-0.9998018145561218,0.022249484434723854,0.02608560398221016,0.023016707971692085,-0.04756786301732063,-0.11719340831041336,0.08727168291807175,0.00613778829574585,-0.005370568484067917,0.06483039259910583,0.0909159928560257,0.20254704356193542,-0.10664408653974533,-0.08864469081163406,-0.024175824597477913,0.008058608509600163,-0.056410256773233414,0.04884004965424538,0.061050061136484146,-0.056410256773233414,-0.16923077404499054,-0.2014652043581009,0.008058608509600163,0.13431014120578766,0.02442002482712269,-0.5689127445220947,-0.13237671554088593,0.42445987462997437,0.7445492744445801,0.7571344971656799,-0.4952274262905121,0.30515050888061523,0.24164532124996185,0.24787463247776031,-0.47991523146629333,-0.4140057861804962,0.37054917216300964,-0.0,0.0,0.0]","[-0.5452612638473511,-0.12136398255825043,0.4063012897968292,0.7446810603141785,0.7576957941055298,-0.50443035364151,0.2698955833911896,0.2512930631637573,0.23300297558307648,-0.48149362206459045,-0.41870999336242676,0.3736242651939392]"
1772115495.930808,2053,"[0.0007304273312911391,-0.0004337786522228271,0.005803070031106472,-0.001065264455974102,0.01810949482023716,0.008522115647792816,-0.017544005066156387,-0.00901062786579132,-0.9998055100440979,0.02186587266623974,0.026469215750694275,0.023016707971692085,-0.048335086554288864,-0.11757701635360718,0.08918974548578262,0.00613778829574585,-0.008439462631940842,0.06444677710533142,0.09129960834980011,0.20561593770980835,-0.10702769458293915,-0.07252747565507889,0.024175824597477913,0.12087912112474442,-0.10476190596818924,-0.012210012413561344,0.07326007634401321,0.008058608509600163,-0.10476190596818924,0.04029304161667824,0.024175824597477913,0.12210012227296829,-0.012210012413561344,-0.5452612638473511,-0.12136398255825043,0.4063012897968292,0.7446810603141785,0.7576957941055298,-0.50443035364151,0.2698955833911896,0.2512930631637573,0.23300297558307648,-0.48149362206459045,-0.41870999336242676,0.3736242651939392,-0.0,0.0,0.0]","[-0.5244470834732056,-0.11778867244720459,0.3928424119949341,0.7487578392028809,0.7600936889648438,-0.5110998749732971,0.23689106106758118,0.25637122988700867,0.22227369248867035,-0.4854714572429657,-0.42398175597190857,0.37677574157714844]"
1772115495.949800,2054,"[0.0007304273312911391,-0.0004337786522228271,0.005803070031106472,-0.001065264455974102,0.01810949482023716,0.008522115647792816,-0.017544005066156387,-0.00901062786579132,-0.9998055100440979,0.021482260897755623,0.026469215750694275,0.023016707971692085,-0.048335086554288864,-0.11796063184738159,0.09034057706594467,0.00613778829574585,-0.009973909705877304,0.0640631765127182,0.09129960834980011,0.2069585770368576,-0.10721950232982635,-0.12087912112474442,-0.024175824597477913,-0.08864469081163406,0.10476190596818924,-0.04884004965424538,0.18315018713474274,-0.04029304161667824,-0.12087912112474442,-0.056410256773233414,-0.04029304161667824,0.1587301641702652,-0.02442002482712269,-0.5244470834732056,-0.11778867244720459,0.3928424119949341,0.7487578392028809,0.7600936889648438,-0.5110998749732971,0.23689106106758118,0.25637122988700867,0.22227369248867035,-0.4854714572429657,-0.42398175597190857,0.37677574157714844,-0.0,0.0,0.0]","[-0.5054343938827515,-0.11799992620944977,0.38632336258888245,0.7511130571365356,0.7590828537940979,-0.5158925652503967,0.20327386260032654,0.25751110911369324,0.2169637233018875,-0.4860474765300751,-0.4252268075942993,0.37913599610328674]"
1772115495.966924,2055,"[0.0007304273312911391,-0.0004337786522228271,0.005803070031106472,-0.001065264455974102,0.01810949482023716,0.008522115647792816,-0.017544005066156387,-0.00901062786579132,-0.9998055100440979,0.02186587266623974,0.026469215750694275,0.02263309620320797,-0.04871869832277298,-0.11949507892131805,0.09379308670759201,0.00613778829574585,-0.0122755728662014,0.06329594552516937,0.09168321639299393,0.2090684473514557,-0.10741131007671356,-0.024175824597477913,-0.024175824597477913,-0.23369963467121124,-0.15311355888843536,-0.08547008782625198,0.1953601986169815,0.008058608509600163,-0.16923077404499054,-0.08864469081163406,-0.12087912112474442,0.061050061136484146,0.0,-0.5054343938827515,-0.11799992620944977,0.38632336258888245,0.7511130571365356,0.7590828537940979,-0.5158925652503967,0.20327386260032654,0.25751110911369324,0.2169637233018875,-0.4860474765300751,-0.4252268075942993,0.37913599610328674,-0.0,0.0,0.0]","[-0.4920954406261444,-0.1193091869354248,0.3805040717124939,0.7584312558174133,0.7611683011054993,-0.5205367803573608,0.1694028675556183,0.25992918014526367,0.21247698366641998,-0.4835491478443146,-0.42664650082588196,0.3812343180179596]"
1772115495.987495,2056,"[0.0020893008913844824,0.000582067877985537,0.005822874139994383,-0.001065264455974102,0.01810949482023716,0.008522115647792816,-0.017544005066156387,-0.00901062786579132,-0.9998055100440979,0.021098649129271507,0.026469215750694275,0.022249484434723854,-0.04948592185974121,-0.1208377256989479,0.09782101213932037,0.00613778829574585,-0.014577250927686691,0.06252872943878174,0.09206683188676834,0.21002747118473053,-0.10760311037302017,-0.056410256773233414,-0.008058608509600163,-0.10476190596818924,-0.23369963467121124,-0.012210012413561344,0.09768009930849075,-0.024175824597477913,-0.08864469081163406,-0.07252747565507889,-0.12087912112474442,-0.02442002482712269,-0.012210012413561344,-0.4920954406261444,-0.1193091869354248,0.3805040717124939,0.7584312558174133,0.7611683011054993,-0.5205367803573608,0.1694028675556183,0.25992918014526367,0.21247698366641998,-0.4835491478443146,-0.42664650082588196,0.3812343180179596,-0.0,0.0,0.0]","[-0.4825819432735443,-0.12190766632556915,0.37558653950691223,0.7637555003166199,0.7652294635772705,-0.5263641476631165,0.13619154691696167,0.2640419602394104,0.20870698988437653,-0.48232153058052063,-0.42767420411109924,0.38249218463897705]"
1772115496.006582,2057,"[0.0020893008913844824,0.000582067877985537,0.005822874139994383,-0.001065264455974102,-0.003195793367922306,0.07137271761894226,-0.017544005066156387,-0.00901062786579132,-0.9998055100440979,0.02071503736078739,0.026469215750694275,0.02186587266623974,-0.05025314539670944,-0.12122133374214172,0.09897185117006302,0.00613778829574585,-0.015728089958429337,0.061377886682748795,0.09245043992996216,0.21060289442539215,-0.10779491811990738,-0.024175824597477913,-0.024175824597477913,-0.18534798920154572,0.21758241951465607,-0.03663003817200661,0.04884004965424538,-0.024175824597477913,0.024175824597477913,0.1369963437318802,0.1369963437318802,0.04884004965424538,-0.03663003817200661,-0.4825819432735443,-0.12190766632556915,0.37558653950691223,0.7637555003166199,0.7652294635772705,-0.5263641476631165,0.13619154691696167,0.2640419602394104,0.20870698988437653,-0.48232153058052063,-0.42767420411109924,0.38249218463897705,-0.0,0.0,0.0]","[-0.46327051520347595,-0.11903071403503418,0.35140281915664673,0.7664840221405029,0.7687191367149353,-0.5344107747077942,0.1047077476978302,0.26869988441467285,0.19503408670425415,-0.48272237181663513,-0.42856279015541077,0.38242289423942566]"
