time_s,step,observation,action_pre_scale
1772115580.117403,6261,"[0.0037934938445687294,-0.0007909134146757424,0.0031936033628880978,0.001065264455974102,0.008522115647792816,0.001065264455974102,-0.2194754034280777,0.01908016949892044,-0.9754314422607422,-0.1480741649866104,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.0370185412466526,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06233691796660423,0.034333255141973495,-0.10476190596818924,-0.008058608509600163,0.04029304161667824,0.07252747565507889,0.012210012413561344,-0.02442002482712269,-0.008058608509600163,-0.12087912112474442,-0.24981684982776642,-0.008058608509600163,-0.0,0.012210012413561344,1.741822361946106,-0.08037465810775757,-0.25006040930747986,0.9076200723648071,-0.108409084379673,-0.002492312341928482,-2.6681532859802246,0.2959347665309906,0.1246524453163147,0.308447003364563,0.1301497220993042,0.14443723857402802,-0.0,0.0,0.0]","[1.7438701391220093,-0.08092549443244934,-0.25028401613235474,0.9064980745315552,-0.10753542929887772,-0.0023647285997867584,-2.6684484481811523,0.296457439661026,0.12554338574409485,0.30784785747528076,0.12999804317951202,0.14464625716209412]"
1772115580.137976,6262,"[0.0037934938445687294,-0.0007909134146757424,0.0031936033628880978,0.001065264455974102,0.008522115647792816,0.001065264455974102,-0.2194754034280777,0.01908016949892044,-0.9754314422607422,-0.1480741649866104,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.0370185412466526,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06252872943878174,0.03414145112037659,-0.008058608509600163,-0.1369963437318802,-0.15311355888843536,-0.10476190596818924,-0.04884004965424538,-0.012210012413561344,0.056410256773233414,-0.024175824597477913,0.008058608509600163,-0.024175824597477913,0.03663003817200661,0.0,1.7438701391220093,-0.08092549443244934,-0.25028401613235474,0.9064980745315552,-0.10753542929887772,-0.0023647285997867584,-2.6684484481811523,0.296457439661026,0.12554338574409485,0.30784785747528076,0.12999804317951202,0.14464625716209412,-0.0,0.0,0.0]","[1.7429273128509521,-0.08072823286056519,-0.24950969219207764,0.9073451161384583,-0.1084773913025856,-0.002169055864214897,-2.667996406555176,0.2968156337738037,0.1256403923034668,0.3090636134147644,0.130473792552948,0.1447925865650177]"
1772115580.156727,6263,"[0.0037934938445687294,-0.0007909134146757424,0.0031936033628880978,0.001065264455974102,0.008522115647792816,0.001065264455974102,-0.2194754034280777,0.01908016949892044,-0.9754314422607422,-0.1480741649866104,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029921721667051315,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06252872943878174,0.03414145112037659,-0.04029304161667824,0.008058608509600163,-0.21758241951465607,-0.1369963437318802,0.08547008782625198,-0.02442002482712269,-0.024175824597477913,-0.04029304161667824,0.10476190596818924,-0.3304029405117035,0.02442002482712269,-0.03663003817200661,1.7429273128509521,-0.08072823286056519,-0.24950969219207764,0.9073451161384583,-0.1084773913025856,-0.002169055864214897,-2.667996406555176,0.2968156337738037,0.1256403923034668,0.3090636134147644,0.130473792552948,0.1447925865650177,-0.0,0.0,0.0]","[1.743425965309143,-0.08042256534099579,-0.2490442395210266,0.9072308540344238,-0.10883218795061111,-0.002294383943080902,-2.6676230430603027,0.29714351892471313,0.12579959630966187,0.3100033402442932,0.13122513890266418,0.1453700214624405]"
1772115580.177423,6264,"[0.004037325736135244,-0.0008347851107828319,0.003225533990189433,0.001065264455974102,0.008522115647792816,0.001065264455974102,-0.2194754034280777,0.01908016949892044,-0.9754314422607422,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029921721667051315,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06252872943878174,0.03414145112037659,-0.024175824597477913,-0.056410256773233414,0.07252747565507889,-0.10476190596818924,-0.02442002482712269,-0.012210012413561344,-0.008058608509600163,-0.04029304161667824,-0.29816851019859314,0.008058608509600163,0.02442002482712269,-0.012210012413561344,1.743425965309143,-0.08042256534099579,-0.2490442395210266,0.9072308540344238,-0.10883218795061111,-0.002294383943080902,-2.6676230430603027,0.29714351892471313,0.12579959630966187,0.3100033402442932,0.13122513890266418,0.1453700214624405,-0.0,0.0,0.0]","[1.7441978454589844,-0.0812293142080307,-0.24960294365882874,0.9064701199531555,-0.10730243474245071,-0.00162423774600029,-2.666550636291504,0.29678669571876526,0.12597428262233734,0.3084690272808075,0.13009946048259735,0.14519430696964264]"
1772115580.196498,6265,"[0.004037325736135244,-0.0008347851107828319,0.003225533990189433,0.01065264455974102,0.019174760207533836,0.002130528911948204,-0.2194754034280777,0.01908016949892044,-0.9754314422607422,-0.1480741649866104,0.004219729453325272,-0.018796980381011963,-0.029921719804406166,0.029921721667051315,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06233691796660423,0.034333255141973495,0.008058608509600163,-0.024175824597477913,-0.08864469081163406,-0.08864469081163406,-0.012210012413561344,0.04884004965424538,-0.024175824597477913,0.008058608509600163,-0.024175824597477913,0.24981684982776642,-0.0,0.061050061136484146,1.7441978454589844,-0.0812293142080307,-0.24960294365882874,0.9064701199531555,-0.10730243474245071,-0.00162423774600029,-2.666550636291504,0.29678669571876526,0.12597428262233734,0.3084690272808075,0.13009946048259735,0.14519430696964264,-0.0,0.0,0.0]","[1.7452034950256348,-0.08257940411567688,-0.24963687360286713,0.9080001711845398,-0.10926929861307144,-0.0023779813200235367,-2.666109561920166,0.2956475615501404,0.12295779585838318,0.3074728846549988,0.13037724792957306,0.14496096968650818]"
1772115580.217021,6266,"[0.004037325736135244,-0.0008347851107828319,0.003225533990189433,0.01065264455974102,0.019174760207533836,0.002130528911948204,-0.21938186883926392,0.018987061455845833,-0.9754542708396912,-0.1480741649866104,0.004219729453325272,-0.018796980381011963,-0.03030533157289028,0.029921721667051315,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06252872943878174,0.03414145112037659,0.008058608509600163,-0.024175824597477913,-0.07252747565507889,-0.056410256773233414,-0.04884004965424538,0.10989011079072952,0.04029304161667824,-0.008058608509600163,-0.07252747565507889,-0.18534798920154572,0.02442002482712269,0.012210012413561344,1.7452034950256348,-0.08257940411567688,-0.24963687360286713,0.9080001711845398,-0.10926929861307144,-0.0023779813200235367,-2.666109561920166,0.2956475615501404,0.12295779585838318,0.3074728846549988,0.13037724792957306,0.14496096968650818,-0.0,0.0,0.0]","[1.7464098930358887,-0.0809299498796463,-0.24878767132759094,0.908240020275116,-0.10846174508333206,-0.002733685076236725,-2.6660470962524414,0.2958914339542389,0.12298417091369629,0.3047606647014618,0.12960416078567505,0.14533020555973053]"
1772115580.237124,6267,"[0.004037325736135244,-0.0008347851107828319,0.003225533990189433,0.01065264455974102,0.019174760207533836,0.002130528911948204,-0.21938186883926392,0.018987061455845833,-0.9754542708396912,-0.147690549492836,0.004219729453325272,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.0370185412466526,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06272052973508835,0.034333255141973495,-0.008058608509600163,0.008058608509600163,-0.04029304161667824,-0.056410256773233414,0.012210012413561344,-0.02442002482712269,0.024175824597477913,-0.10476190596818924,-0.21758241951465607,0.056410256773233414,0.02442002482712269,0.061050061136484146,1.7464098930358887,-0.0809299498796463,-0.24878767132759094,0.908240020275116,-0.10846174508333206,-0.002733685076236725,-2.6660470962524414,0.2958914339542389,0.12298417091369629,0.3047606647014618,0.12960416078567505,0.14533020555973053,-0.0,0.0,0.0]","[1.747215747833252,-0.0815340131521225,-0.24890771508216858,0.9085568189620972,-0.10775173455476761,-0.0022584479302167892,-2.6659655570983887,0.2961847484111786,0.12221336364746094,0.302994966506958,0.12902982532978058,0.1458076387643814]"
1772115580.256734,6268,"[0.004037325736135244,-0.0008347851107828319,0.003225533990189433,0.01065264455974102,0.019174760207533836,0.002130528911948204,-0.21938186883926392,0.018987061455845833,-0.9754542708396912,-0.1480741649866104,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029921721667051315,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06272052973508835,0.034333255141973495,-0.12087912112474442,0.008058608509600163,0.07252747565507889,0.2659340798854828,-0.0,0.061050061136484146,0.008058608509600163,0.056410256773233414,-0.04029304161667824,0.10476190596818924,0.02442002482712269,0.061050061136484146,1.747215747833252,-0.0815340131521225,-0.24890771508216858,0.9085568189620972,-0.10775173455476761,-0.0022584479302167892,-2.6659655570983887,0.2961847484111786,0.12221336364746094,0.302994966506958,0.12902982532978058,0.1458076387643814,-0.0,0.0,0.0]","[1.7497707605361938,-0.08185379207134247,-0.24946801364421844,0.907658040523529,-0.1089419350028038,-0.004372680559754372,-2.6679868698120117,0.2955414354801178,0.12239967286586761,0.30289798974990845,0.1287747323513031,0.14545655250549316]"
1772115580.276437,6269,"[0.003972203470766544,-0.0009310093591921031,0.0033094591926783323,0.01065264455974102,0.019174760207533836,0.002130528911948204,-0.21938186883926392,0.018987061455845833,-0.9754542708396912,-0.1480741649866104,0.004603342153131962,-0.01918059214949608,-0.03030533157289028,0.029729915782809258,0.0370185412466526,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06272052973508835,0.034333255141973495,-0.024175824597477913,0.10476190596818924,-0.056410256773233414,0.2014652043581009,-0.0,0.012210012413561344,0.04029304161667824,0.07252747565507889,-0.024175824597477913,-0.08864469081163406,-0.02442002482712269,0.03663003817200661,1.7497707605361938,-0.08185379207134247,-0.24946801364421844,0.907658040523529,-0.1089419350028038,-0.004372680559754372,-2.6679868698120117,0.2955414354801178,0.12239967286586761,0.30289798974990845,0.1287747323513031,0.14545655250549316,-0.0,0.0,0.0]","[1.7510216236114502,-0.08157916367053986,-0.25015050172805786,0.9076998233795166,-0.10877790302038193,-0.005311960354447365,-2.6690096855163574,0.29547372460365295,0.12210524082183838,0.3031714856624603,0.1291772425174713,0.1460893452167511]"
1772115580.298333,6270,"[0.003972203470766544,-0.0009310093591921031,0.0033094591926783323,-0.002130528911948204,0.003195793367922306,0.0,-0.21938186883926392,0.018987061455845833,-0.9754542708396912,-0.1480741649866104,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029921721667051315,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06272052973508835,0.034333255141973495,0.04029304161667824,-0.008058608509600163,0.024175824597477913,0.008058608509600163,-0.0,-0.012210012413561344,-0.024175824597477913,-0.008058608509600163,-0.1369963437318802,-0.008058608509600163,0.02442002482712269,0.03663003817200661,1.7510216236114502,-0.08157916367053986,-0.25015050172805786,0.9076998233795166,-0.10877790302038193,-0.005311960354447365,-2.6690096855163574,0.29547372460365295,0.12210524082183838,0.3031714856624603,0.1291772425174713,0.1460893452167511,-0.0,0.0,0.0]","[1.749898076057434,-0.08118230104446411,-0.2512575685977936,0.9074517488479614,-0.10763045400381088,-0.004070913419127464,-2.6688079833984375,0.2959166467189789,0.1249842494726181,0.30605176091194153,0.12908372282981873,0.1462567001581192]"
1772115580.317025,6271,"[0.003972203470766544,-0.0009310093591921031,0.0033094591926783323,-0.002130528911948204,0.003195793367922306,0.0,-0.21938186883926392,0.018987061455845833,-0.9754542708396912,-0.147690549492836,0.004219729453325272,-0.018796980381011963,-0.029921719804406166,0.029921721667051315,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06272052973508835,0.034333255141973495,0.04029304161667824,0.008058608509600163,-0.056410256773233414,0.18534798920154572,0.012210012413561344,0.0,-0.024175824597477913,-0.024175824597477913,-0.1369963437318802,-0.024175824597477913,0.03663003817200661,-0.02442002482712269,1.749898076057434,-0.08118230104446411,-0.2512575685977936,0.9074517488479614,-0.10763045400381088,-0.004070913419127464,-2.6688079833984375,0.2959166467189789,0.1249842494726181,0.30605176091194153,0.12908372282981873,0.1462567001581192,-0.0,0.0,0.0]","[1.7492049932479858,-0.08009977638721466,-0.2511235177516937,0.9068279266357422,-0.10789880901575089,-0.004111697897315025,-2.669173240661621,0.2962269186973572,0.12656129896640778,0.3077952563762665,0.12982818484306335,0.14577512443065643]"
1772115580.337004,6272,"[0.003972203470766544,-0.0009310093591921031,0.0033094591926783323,-0.002130528911948204,0.003195793367922306,0.0,-0.21910123527050018,0.01889476180076599,-0.9755191802978516,-0.1480741649866104,0.004603342153131962,-0.018796980381011963,-0.029921719804406166,0.029921721667051315,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06272052973508835,0.034333255141973495,-0.056410256773233414,-0.008058608509600163,-0.024175824597477913,0.24981684982776642,0.02442002482712269,0.012210012413561344,0.04029304161667824,0.008058608509600163,-0.008058608509600163,-0.12087912112474442,-0.012210012413561344,0.04884004965424538,1.7492049932479858,-0.08009977638721466,-0.2511235177516937,0.9068279266357422,-0.10789880901575089,-0.004111697897315025,-2.669173240661621,0.2962269186973572,0.12656129896640778,0.3077952563762665,0.12982818484306335,0.14577512443065643,-0.0,0.0,0.0]","[1.7496341466903687,-0.07936844229698181,-0.2508804500102997,0.9059687852859497,-0.10842762142419815,-0.0046669431030750275,-2.6702065467834473,0.2961161136627197,0.12738561630249023,0.30959784984588623,0.13025858998298645,0.14514370262622833]"
1772115580.357009,6273,"[0.003972203470766544,-0.0009310093591921031,0.0033094591926783323,-0.002130528911948204,0.003195793367922306,0.0,-0.21910123527050018,0.01889476180076599,-0.9755191802978516,-0.1480741649866104,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029921721667051315,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06252872943878174,0.0345250628888607,-0.008058608509600163,-0.08864469081163406,-0.07252747565507889,-0.024175824597477913,0.07326007634401321,-0.012210012413561344,0.04029304161667824,-0.024175824597477913,-0.008058608509600163,-0.3948718011379242,-0.0,0.03663003817200661,1.7496341466903687,-0.07936844229698181,-0.2508804500102997,0.9059687852859497,-0.10842762142419815,-0.0046669431030750275,-2.6702065467834473,0.2961161136627197,0.12738561630249023,0.30959784984588623,0.13025858998298645,0.14514370262622833,-0.0,0.0,0.0]","[1.748757243156433,-0.07800735533237457,-0.24969978630542755,0.9062431454658508,-0.10736937075853348,-0.003409130498766899,-2.6694440841674805,0.296667218208313,0.12800678610801697,0.30995506048202515,0.1306721419095993,0.1449899822473526]"
1772115580.377006,6274,"[0.003972203470766544,-0.0009310093591921031,0.0033094591926783323,-0.002130528911948204,0.003195793367922306,0.0,-0.21910123527050018,0.01889476180076599,-0.9755191802978516,-0.1480741649866104,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.0370185412466526,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06272052973508835,0.034333255141973495,0.07252747565507889,0.04029304161667824,-0.056410256773233414,-0.008058608509600163,0.012210012413561344,-0.02442002482712269,-0.04029304161667824,-0.056410256773233414,0.04029304161667824,-0.056410256773233414,0.02442002482712269,0.03663003817200661,1.748757243156433,-0.07800735533237457,-0.24969978630542755,0.9062431454658508,-0.10736937075853348,-0.003409130498766899,-2.6694440841674805,0.296667218208313,0.12800678610801697,0.30995506048202515,0.1306721419095993,0.1449899822473526,-0.0,0.0,0.0]","[1.748927116394043,-0.07915528118610382,-0.25062140822410583,0.9066623449325562,-0.10786228626966476,-0.0026408806443214417,-2.6683120727539062,0.29627537727355957,0.12710481882095337,0.31154751777648926,0.13106146454811096,0.144926980137825]"
1772115580.399367,6275,"[0.00380530022084713,-0.0006291783065535128,0.0034621318336576223,0.003195793367922306,0.013848437927663326,0.0,-0.21910123527050018,0.01889476180076599,-0.9755191802978516,-0.1480741649866104,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.0370185412466526,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06272052973508835,0.034333255141973495,-0.04029304161667824,0.04029304161667824,0.056410256773233414,0.056410256773233414,-0.04884004965424538,0.012210012413561344,0.04029304161667824,0.07252747565507889,-0.08864469081163406,-0.07252747565507889,0.02442002482712269,0.061050061136484146,1.748927116394043,-0.07915528118610382,-0.25062140822410583,0.9066623449325562,-0.10786228626966476,-0.0026408806443214417,-2.6683120727539062,0.29627537727355957,0.12710481882095337,0.31154751777648926,0.13106146454811096,0.144926980137825,-0.0,0.0,0.0]","[1.7503235340118408,-0.08046650886535645,-0.2503822445869446,0.9060662984848022,-0.10764721781015396,-0.003162328153848648,-2.667923927307129,0.2953258752822876,0.125672847032547,0.3101414144039154,0.1302066147327423,0.14451223611831665]"
1772115580.417513,6276,"[0.00380530022084713,-0.0006291783065535128,0.0034621318336576223,0.003195793367922306,0.013848437927663326,0.0,-0.21872705221176147,0.01889638788998127,-0.9756031036376953,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.0370185412466526,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06272052973508835,0.034333255141973495,0.16923077404499054,0.024175824597477913,-0.15311355888843536,-0.024175824597477913,0.012210012413561344,-0.02442002482712269,0.04029304161667824,0.024175824597477913,-0.08864469081163406,-0.07252747565507889,-0.0,0.03663003817200661,1.7503235340118408,-0.08046650886535645,-0.2503822445869446,0.9060662984848022,-0.10764721781015396,-0.003162328153848648,-2.667923927307129,0.2953258752822876,0.125672847032547,0.3101414144039154,0.1302066147327423,0.14451223611831665,-0.0,0.0,0.0]","[1.7487939596176147,-0.08008544147014618,-0.2499251812696457,0.9061635732650757,-0.10722335427999496,-0.0029858779162168503,-2.6669673919677734,0.29537785053253174,0.12422551214694977,0.30870088934898376,0.13024351000785828,0.14500077068805695]"
1772115580.436869,6277,"[0.00380530022084713,-0.0006291783065535128,0.0034621318336576223,0.003195793367922306,0.013848437927663326,0.0,-0.21872705221176147,0.01889638788998127,-0.9756031036376953,-0.1480741649866104,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029921721667051315,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06291234493255615,0.0345250628888607,-0.056410256773233414,0.08864469081163406,-0.2014652043581009,-0.10476190596818924,0.04884004965424538,0.012210012413561344,0.008058608509600163,-0.056410256773233414,0.04029304161667824,-0.056410256773233414,0.04884004965424538,-0.03663003817200661,1.7487939596176147,-0.08008544147014618,-0.2499251812696457,0.9061635732650757,-0.10722335427999496,-0.0029858779162168503,-2.6669673919677734,0.29537785053253174,0.12422551214694977,0.30870088934898376,0.13024351000785828,0.14500077068805695,-0.0,0.0,0.0]","[1.749096155166626,-0.08168394863605499,-0.24890774488449097,0.9062118530273438,-0.10848576575517654,-0.003391161561012268,-2.666840076446533,0.29528093338012695,0.12412525713443756,0.30938681960105896,0.1302000731229782,0.1452755630016327]"
1772115580.458930,6278,"[0.00380530022084713,-0.0006291783065535128,0.0034621318336576223,0.003195793367922306,0.013848437927663326,0.0,-0.21872705221176147,0.01889638788998127,-0.9756031036376953,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.029921719804406166,0.029729915782809258,0.0370185412466526,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06272052973508835,0.034333255141973495,0.008058608509600163,-0.07252747565507889,0.008058608509600163,0.07252747565507889,-0.03663003817200661,-0.02442002482712269,-0.024175824597477913,0.10476190596818924,0.1369963437318802,0.056410256773233414,-0.0,0.03663003817200661,1.749096155166626,-0.08168394863605499,-0.24890774488449097,0.9062118530273438,-0.10848576575517654,-0.003391161561012268,-2.666840076446533,0.29528093338012695,0.12412525713443756,0.30938681960105896,0.1302000731229782,0.1452755630016327,-0.0,0.0,0.0]","[1.7483031749725342,-0.08201612532138824,-0.24922259151935577,0.9054704308509827,-0.10910206288099289,-0.0038451198488473892,-2.667084217071533,0.29458385705947876,0.1241406798362732,0.3097386062145233,0.1300683468580246,0.1443508267402649]"
1772115580.477690,6279,"[0.003960766829550266,-0.0008246519137173891,0.003281268524006009,0.003195793367922306,0.013848437927663326,0.0,-0.21872705221176147,0.01889638788998127,-0.9756031036376953,-0.1480741649866104,0.004219729453325272,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.0370185412466526,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06272052973508835,0.03471686691045761,-0.008058608509600163,-0.056410256773233414,0.04029304161667824,-0.18534798920154572,-0.03663003817200661,-0.02442002482712269,-0.008058608509600163,-0.008058608509600163,-0.08864469081163406,-0.12087912112474442,-0.04884004965424538,0.03663003817200661,1.7483031749725342,-0.08201612532138824,-0.24922259151935577,0.9054704308509827,-0.10910206288099289,-0.0038451198488473892,-2.667084217071533,0.29458385705947876,0.1241406798362732,0.3097386062145233,0.1300683468580246,0.1443508267402649,-0.0,0.0,0.0]","[1.7478781938552856,-0.08207668364048004,-0.24863997101783752,0.9058794379234314,-0.10719435662031174,-0.0025506000965833664,-2.6656532287597656,0.2949138283729553,0.12444409728050232,0.3087075352668762,0.12925076484680176,0.14439304172992706]"
1772115580.498034,6280,"[0.003960766829550266,-0.0008246519137173891,0.003281268524006009,0.003195793367922306,0.01065264455974102,0.0,-0.21872705221176147,0.01889638788998127,-0.9756031036376953,-0.1480741649866104,0.004603342153131962,-0.018796980381011963,-0.029921719804406166,0.029921721667051315,0.03721034526824951,0.11431632936000824,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06272052973508835,0.03471686691045761,-0.056410256773233414,-0.024175824597477913,-0.024175824597477913,0.1369963437318802,-0.0,0.012210012413561344,-0.056410256773233414,-0.056410256773233414,-0.18534798920154572,-0.056410256773233414,-0.03663003817200661,0.04884004965424538,1.7478781938552856,-0.08207668364048004,-0.24863997101783752,0.9058794379234314,-0.10719435662031174,-0.0025506000965833664,-2.6656532287597656,0.2949138283729553,0.12444409728050232,0.3087075352668762,0.12925076484680176,0.14439304172992706,-0.0,0.0,0.0]","[1.7494983673095703,-0.08136068284511566,-0.24837355315685272,0.9053671956062317,-0.10688785463571548,-0.002977835014462471,-2.6661581993103027,0.295163631439209,0.1253657042980194,0.30748680233955383,0.1290881335735321,0.14429736137390137]"
1772115580.518872,6281,"[0.003960766829550266,-0.0008246519137173891,0.003281268524006009,0.003195793367922306,0.01065264455974102,0.0,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.1480741649866104,0.004219729453325272,-0.018796980381011963,-0.03030533157289028,0.029921721667051315,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06291234493255615,0.0345250628888607,-0.024175824597477913,-0.12087912112474442,-0.10476190596818924,0.008058608509600163,-0.012210012413561344,0.04884004965424538,0.008058608509600163,0.04029304161667824,-0.056410256773233414,0.008058608509600163,0.03663003817200661,0.02442002482712269,1.7494983673095703,-0.08136068284511566,-0.24837355315685272,0.9053671956062317,-0.10688785463571548,-0.002977835014462471,-2.6661581993103027,0.295163631439209,0.1253657042980194,0.30748680233955383,0.1290881335735321,0.14429736137390137,-0.0,0.0,0.0]","[1.7491823434829712,-0.08080516755580902,-0.24753457307815552,0.9063921570777893,-0.1079341396689415,-0.003424646332859993,-2.666285991668701,0.29518890380859375,0.1260785311460495,0.30744755268096924,0.12926018238067627,0.14414815604686737]"
1772115580.537139,6282,"[0.003960766829550266,-0.0008246519137173891,0.003281268524006009,0.003195793367922306,0.01065264455974102,0.0,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.147690549492836,0.004219729453325272,-0.018796980381011963,-0.03030533157289028,0.029921721667051315,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06272052973508835,0.03471686691045761,-0.056410256773233414,-0.024175824597477913,0.18534798920154572,-0.16923077404499054,-0.012210012413561344,0.0,-0.024175824597477913,0.024175824597477913,-0.04029304161667824,-0.21758241951465607,-0.012210012413561344,0.02442002482712269,1.7491823434829712,-0.08080516755580902,-0.24753457307815552,0.9063921570777893,-0.1079341396689415,-0.003424646332859993,-2.666285991668701,0.29518890380859375,0.1260785311460495,0.30744755268096924,0.12926018238067627,0.14414815604686737,-0.0,0.0,0.0]","[1.7496291399002075,-0.08133244514465332,-0.24793197214603424,0.9066997766494751,-0.1069917157292366,-0.0023599695414304733,-2.6647534370422363,0.29530543088912964,0.12634417414665222,0.30766671895980835,0.12896063923835754,0.1442418396472931]"
1772115580.561239,6283,"[0.003960766829550266,-0.0008246519137173891,0.003281268524006009,0.003195793367922306,0.01065264455974102,0.0,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029921721667051315,0.03721034526824951,0.11431632936000824,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06291234493255615,0.0345250628888607,-0.07252747565507889,0.024175824597477913,0.024175824597477913,-0.07252747565507889,0.061050061136484146,-0.02442002482712269,-0.008058608509600163,0.15311355888843536,-0.04029304161667824,-0.07252747565507889,-0.02442002482712269,-0.012210012413561344,1.7496291399002075,-0.08133244514465332,-0.24793197214603424,0.9066997766494751,-0.1069917157292366,-0.0023599695414304733,-2.6647534370422363,0.29530543088912964,0.12634417414665222,0.30766671895980835,0.12896063923835754,0.1442418396472931,-0.0,0.0,0.0]","[1.749621868133545,-0.08260104060173035,-0.248606339097023,0.9062564969062805,-0.10762905329465866,-0.0032585076987743378,-2.664073944091797,0.2948301434516907,0.12585383653640747,0.3085773289203644,0.1291240155696869,0.14439450204372406]"
1772115580.576801,6284,"[0.00423145666718483,-0.0007978859939612448,0.003472746815532446,0.003195793367922306,0.01065264455974102,0.0,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.0370185412466526,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06291234493255615,0.0345250628888607,0.008058608509600163,0.04029304161667824,-0.21758241951465607,-0.08864469081163406,0.012210012413561344,0.02442002482712269,0.04029304161667824,0.07252747565507889,-0.16923077404499054,-0.36263737082481384,-0.0,0.012210012413561344,1.749621868133545,-0.08260104060173035,-0.248606339097023,0.9062564969062805,-0.10762905329465866,-0.0032585076987743378,-2.664073944091797,0.2948301434516907,0.12585383653640747,0.3085773289203644,0.1291240155696869,0.14439450204372406,-0.0,0.0,0.0]","[1.7496527433395386,-0.0808771401643753,-0.24758590757846832,0.9067200422286987,-0.1065637543797493,-0.0030182339251041412,-2.66397762298584,0.2956048846244812,0.1259297877550125,0.30702340602874756,0.12898707389831543,0.1452374905347824]"
