time_s,step,observation,action_pre_scale
1776857428.124092,500,"[-0.049198828637599945,0.015323467552661896,-0.9986714720726013,-0.02496492490172386,0.044163625687360764,0.04425804316997528,0.06975609809160233,-0.006333326455205679,0.039515748620033264,-0.009183988906443119,0.0007114927284419537,-0.0051371012814342976,-0.034578848630189896,-0.01745433732867241,0.004219729918986559,-0.004029304254800081,0.057891301810741425,-0.04569993168115616,0.02544977329671383,-0.043292414397001266,0.018315019086003304,0.004029304254800081,0.012087912298738956,0.047077517956495285,0.10211019217967987,0.1642908751964569,0.062164805829524994,-0.14886870980262756,0.5690401196479797,0.9648844003677368,0.7847812175750732,0.4570968747138977,0.409118115901947,-0.1173398494720459,0.01765713095664978,0.2572062909603119,-0.45225057005882263,-0.14062219858169556,0.060001589357852936,0.0,0.0,0.0]","[-0.14477263391017914,0.5666868686676025,0.9530574679374695,0.7422977685928345,0.39659881591796875,0.3984253704547882,-0.12514187395572662,0.002468027174472809,0.22467419505119324,-0.4049787223339081,-0.11179817467927933,0.052844226360321045]"
1776857428.140323,501,"[-0.04915107041597366,0.0162033811211586,-0.9986599683761597,-0.02496492490172386,0.04531446099281311,0.043874431401491165,0.0689888745546341,-0.0076759676449000835,0.03970755264163017,-0.009567600674927235,0.00032788090175017715,-0.004369877278804779,-0.03419523686170578,-0.014193637296557426,0.005945982877165079,-0.012087912298738956,0.018642917275428772,-0.05456595495343208,-0.12927843630313873,-0.07858768105506897,0.017331767827272415,-0.022331522777676582,-0.03039013221859932,-0.0480109378695488,0.07874178141355515,0.19085580110549927,0.07051627337932587,-0.14477263391017914,0.5666868686676025,0.9530574679374695,0.7422977685928345,0.39659881591796875,0.3984253704547882,-0.12514187395572662,0.002468027174472809,0.22467419505119324,-0.4049787223339081,-0.11179817467927933,0.052844226360321045,0.0,0.0,0.0]","[-0.14050787687301636,0.5696189403533936,0.9427276253700256,0.7122277021408081,0.3357301950454712,0.3838387131690979,-0.1289149522781372,-0.0035773590207099915,0.2050757259130478,-0.3900604844093323,-0.09695657342672348,0.03849990293383598]"
1776857428.163966,502,"[-0.049125827848911285,0.016636982560157776,-0.9986539483070374,-0.024581313133239746,0.04684890806674957,0.04349081963300705,0.06783804297447205,-0.009594026021659374,0.03970755264163017,-0.00995121244341135,0.00032788090175017715,-0.003986265975981951,-0.03342801332473755,-0.007672236301004887,0.00671320641413331,0.021452054381370544,0.02536865696310997,-0.11009674519300461,-0.05629746615886688,-0.07124072313308716,0.006105006206780672,-0.03756926953792572,0.036263737827539444,0.013393435627222061,0.08722645789384842,0.25076553225517273,0.043148308992385864,-0.14050787687301636,0.5696189403533936,0.9427276253700256,0.7122277021408081,0.3357301950454712,0.3838387131690979,-0.1289149522781372,-0.0035773590207099915,0.2050757259130478,-0.3900604844093323,-0.09695657342672348,0.03849990293383598,0.0,0.0,0.0]","[-0.1368258148431778,0.5631522536277771,0.943973183631897,0.6708834171295166,0.29840511083602905,0.3696211874485016,-0.12466513365507126,-0.012820394709706306,0.1714821308851242,-0.36749541759490967,-0.08956199139356613,0.03130461275577545]"
1776857428.180793,503,"[-0.04920549690723419,0.017146483063697815,-0.9986414909362793,-0.024581313133239746,0.047616131603717804,0.04349081963300705,0.06630359590053558,-0.011512085795402527,0.03970755264163017,-0.00995121244341135,-5.573089947574772e-05,-0.003986265975981951,-0.03304440155625343,-0.005754176992923021,0.00671320641413331,0.004029304254800081,-0.0006406065076589584,-0.02014652080833912,-0.12362721562385559,-0.09760485589504242,0.006105006206780672,-0.012087912298738956,0.0023349542170763016,0.06043956056237221,0.013782260939478874,0.12812988460063934,-0.012210012413561344,-0.1368258148431778,0.5631522536277771,0.943973183631897,0.6708834171295166,0.29840511083602905,0.3696211874485016,-0.12466513365507126,-0.012820394709706306,0.1714821308851242,-0.36749541759490967,-0.08956199139356613,0.03130461275577545,0.0,0.0,0.0]","[-0.14140823483467102,0.5643778443336487,0.9377269148826599,0.6571972370147705,0.2676364779472351,0.36858609318733215,-0.11800520867109299,-0.01888250932097435,0.1617586314678192,-0.35429900884628296,-0.06171886622905731,0.03638786822557449]"
1776857428.202067,504,"[-0.04948405921459198,0.01745171844959259,-0.9986223578453064,-0.024581313133239746,0.048383358865976334,0.043107207864522934,0.06285108625888824,-0.013621951453387737,0.03913213685154915,-0.010334824211895466,-0.0004393427225295454,-0.004369877278804779,-0.03342801332473755,-0.001726253074593842,0.005754176992923021,0.004029304254800081,0.03833174332976341,-0.05341491103172302,-0.2631518840789795,-0.08663918077945709,-0.056373849511146545,-0.0695321261882782,-0.013121873140335083,-0.021180469542741776,-0.06147351861000061,0.17483705282211304,-0.0715714693069458,-0.14140823483467102,0.5643778443336487,0.9377269148826599,0.6571972370147705,0.2676364779472351,0.36858609318733215,-0.11800520867109299,-0.01888250932097435,0.1617586314678192,-0.35429900884628296,-0.06171886622905731,0.03638786822557449,0.0,0.0,0.0]","[-0.1448843777179718,0.5647719502449036,0.933917224407196,0.631517767906189,0.2298671454191208,0.3576659858226776,-0.1213577464222908,-0.01970236375927925,0.15091893076896667,-0.35169678926467896,-0.06586037576198578,0.025220297276973724]"
1776857428.220098,505,"[-0.04981919378042221,0.01760738343000412,-0.9986030459403992,-0.02419770136475563,0.049150582402944565,0.04272359609603882,0.0544116273522377,-0.014389174990355968,0.03874852508306503,-0.00995121244341135,-0.0008229544619098306,-0.0051371012814342976,-0.03342801332473755,0.0024934769608080387,0.0038361181505024433,0.03035011515021324,0.06472953408956528,-0.014232898131012917,-0.5025010704994202,-0.01430218294262886,-0.03462361916899681,0.03840872272849083,-0.054525937885046005,-0.12113980203866959,0.04432234540581703,0.1916046291589737,-0.12427804619073868,-0.1448843777179718,0.5647719502449036,0.933917224407196,0.631517767906189,0.2298671454191208,0.3576659858226776,-0.1213577464222908,-0.01970236375927925,0.15091893076896667,-0.35169678926467896,-0.06586037576198578,0.025220297276973724,0.0,0.0,0.0]","[-0.14260731637477875,0.569338858127594,0.9154052138328552,0.604547381401062,0.16821284592151642,0.3511204719543457,-0.13438177108764648,-0.02585071697831154,0.14687186479568481,-0.3132512867450714,-0.042419590055942535,0.03159381076693535]"
1776857428.243589,506,"[-0.05126326531171799,0.017552770674228668,-0.9985308647155762,-0.02419770136475563,0.049917805939912796,0.04195637255907059,0.04750661551952362,-0.014964592643082142,0.038556717336177826,-0.00995121244341135,-0.0008229544619098306,-0.005520713049918413,-0.03342801332473755,0.005370565690100193,0.0036443122662603855,-0.02014652080833912,0.03679388388991356,0.03573358803987503,-0.3553207814693451,-0.018590528517961502,-0.04079192131757736,-0.004029304254800081,-0.036263737827539444,-0.0365288108587265,-0.05238095298409462,0.1723177433013916,-0.022476859390735626,-0.14260731637477875,0.569338858127594,0.9154052138328552,0.604547381401062,0.16821284592151642,0.3511204719543457,-0.13438177108764648,-0.02585071697831154,0.14687186479568481,-0.3132512867450714,-0.042419590055942535,0.03159381076693535,0.0,0.0,0.0]","[-0.13998621702194214,0.5603991150856018,0.8951900005340576,0.5899339914321899,0.15235750377178192,0.34752506017684937,-0.12996116280555725,-0.021390032023191452,0.12866587936878204,-0.2984780967235565,-0.005422323942184448,0.029248565435409546]"
1776857428.260226,507,"[-0.05299738049507141,0.017415210604667664,-0.9984427094459534,-0.023814089596271515,0.05068502947688103,0.04195637255907059,0.04328688234090805,-0.016115427017211914,0.037789493799209595,-0.00995121244341135,-0.0008229544619098306,-0.00667154835537076,-0.03342801332473755,0.009206683374941349,0.0021098649594932795,-0.008953586220741272,-0.021936476230621338,0.036263737827539444,-0.2722066640853882,-0.10683885216712952,-0.0040708500891923904,-0.012087912298738956,-0.02014652080833912,-0.1504286229610443,-0.004029304254800081,0.2218194603919983,-0.06308676302433014,-0.13998621702194214,0.5603991150856018,0.8951900005340576,0.5899339914321899,0.15235750377178192,0.34752506017684937,-0.12996116280555725,-0.021390032023191452,0.12866587936878204,-0.2984780967235565,-0.005422323942184448,0.029248565435409546,0.0,0.0,0.0]","[-0.13027547299861908,0.5514322519302368,0.8747376203536987,0.5867304801940918,0.11355544626712799,0.3335598111152649,-0.1368274837732315,-0.017859304323792458,0.11526845395565033,-0.30464664101600647,-0.026400506496429443,0.018768616020679474]"
1776857428.284777,508,"[-0.05501801520586014,0.01684301346540451,-0.9983432292938232,-0.023814089596271515,0.05068502947688103,0.04157276079058647,0.04251965880393982,-0.019184323027729988,0.037789493799209595,-0.010334824211895466,-0.0008229544619098306,-0.007055160589516163,-0.03342801332473755,0.012850995175540447,0.0019180590752512217,-0.02014652080833912,0.004029304254800081,-0.0534064918756485,-0.054432034492492676,-0.16424831748008728,0.012210012413561344,-0.005054844077676535,-0.004029304254800081,0.019120968878269196,-0.004029304254800081,0.17176949977874756,-0.010647080838680267,-0.13027547299861908,0.5514322519302368,0.8747376203536987,0.5867304801940918,0.11355544626712799,0.3335598111152649,-0.1368274837732315,-0.017859304323792458,0.11526845395565033,-0.30464664101600647,-0.026400506496429443,0.018768616020679474,0.0,0.0,0.0]","[-0.12225359678268433,0.5355940461158752,0.8620810508728027,0.5967313051223755,0.12429462373256683,0.32171857357025146,-0.1330285221338272,-0.012079691514372826,0.08866610378026962,-0.3018634021282196,-0.03692358732223511,0.011067569255828857]"
1776857428.300148,509,"[-0.055916935205459595,0.016513489186763763,-0.9982989430427551,-0.0234304778277874,0.05068502947688103,0.04157276079058647,0.04175243526697159,-0.0207187682390213,0.037789493799209595,-0.010334824211895466,-0.0008229544619098306,-0.0074387723580002785,-0.03342801332473755,0.014577249065041542,0.0013426414225250483,0.030439672991633415,0.012087912298738956,-0.04432234540581703,-0.16161194443702698,-0.126642644405365,0.006105006206780672,-0.028205128386616707,0.036263737827539444,0.025970585644245148,-0.028205128386616707,0.13789430260658264,-0.0520697683095932,-0.12225359678268433,0.5355940461158752,0.8620810508728027,0.5967313051223755,0.12429462373256683,0.32171857357025146,-0.1330285221338272,-0.012079691514372826,0.08866610378026962,-0.3018634021282196,-0.03692358732223511,0.011067569255828857,0.0,0.0,0.0]","[-0.12405192852020264,0.5309270620346069,0.8483549952507019,0.5967525839805603,0.1002512127161026,0.31795042753219604,-0.1390661895275116,-0.010721102356910706,0.07645145803689957,-0.28264331817626953,-0.03373745083808899,0.014287780970335007]"
1776857428.320552,510,"[-0.059046126902103424,0.016446493566036224,-0.9981197118759155,-0.023046866059303284,0.05030141770839691,0.04157276079058647,0.04136882349848747,-0.025705723091959953,0.037022270262241364,-0.010334824211895466,-0.0008229544619098306,-0.0074387723580002785,-0.03342801332473755,0.017837949097156525,-0.00038361179758794606,0.021629758179187775,-0.005512542556971312,0.07655677944421768,0.08313214778900146,-0.21561914682388306,-0.031293705105781555,-0.02014652080833912,-0.004029304254800081,0.07655677944421768,0.08461538702249527,0.11773572862148285,-0.04904332384467125,-0.12405192852020264,0.5309270620346069,0.8483549952507019,0.5967525839805603,0.1002512127161026,0.31795042753219604,-0.1390661895275116,-0.010721102356910706,0.07645145803689957,-0.28264331817626953,-0.03373745083808899,0.014287780970335007,0.0,0.0,0.0]","[-0.1211479902267456,0.5231890678405762,0.8178992867469788,0.6028512716293335,0.07915991544723511,0.31870192289352417,-0.14875124394893646,-0.00801171362400055,0.06468992680311203,-0.24231460690498352,-0.002546831965446472,0.014350704848766327]"
1776857428.342756,511,"[-0.0601704865694046,0.016549766063690186,-0.9980507493019104,-0.022279640659689903,0.05030141770839691,0.041189149022102356,0.04098521173000336,-0.02954184077680111,0.03625504672527313,-0.010334824211895466,-0.0008229544619098306,-0.007822384126484394,-0.03342801332473755,0.020139621570706367,-0.0023016708437353373,0.03887070715427399,-0.028205128386616707,-0.0859188511967659,-0.06174302473664284,-0.19740581512451172,-0.018724143505096436,0.012087912298738956,0.004029304254800081,-0.0053327674977481365,0.11684981733560562,0.1294325590133667,-0.08954541385173798,-0.1211479902267456,0.5231890678405762,0.8178992867469788,0.6028512716293335,0.07915991544723511,0.31870192289352417,-0.14875124394893646,-0.00801171362400055,0.06468992680311203,-0.24231460690498352,-0.002546831965446472,0.014350704848766327,0.0,0.0,0.0]","[-0.11330050230026245,0.5153433680534363,0.7975234985351562,0.594698429107666,0.03685075044631958,0.2912525236606598,-0.1626191884279251,-0.007679354399442673,0.03910661116242409,-0.23020079731941223,-0.03659995645284653,-0.0043413639068603516]"
1776857428.360943,512,"[-0.060795582830905914,0.016617178916931152,-0.9980120062828064,-0.021512417122721672,0.049917805939912796,0.04080553725361824,0.04060159996151924,-0.03452879562973976,0.03625504672527313,-0.010334824211895466,-0.0008229544619098306,-0.00820599589496851,-0.03304440155625343,0.023975737392902374,-0.0046033416874706745,0.015519743785262108,-0.021862436085939407,-0.07021408528089523,-0.094389908015728,-0.22474896907806396,0.006105006206780672,-0.05238095298409462,0.02014652080833912,-0.11050712317228317,-0.01843060553073883,0.1649002581834793,-0.07085715979337692,-0.11330050230026245,0.5153433680534363,0.7975234985351562,0.594698429107666,0.03685075044631958,0.2912525236606598,-0.1626191884279251,-0.007679354399442673,0.03910661116242409,-0.23020079731941223,-0.03659995645284653,-0.0043413639068603516,0.0,0.0,0.0]","[-0.11255986988544464,0.503677487373352,0.7764726877212524,0.5943211913108826,-0.0005825012922286987,0.2777400016784668,-0.16134612262248993,-0.006126660853624344,0.032241351902484894,-0.24823153018951416,-0.051967717707157135,-0.017546437680721283]"
1776857428.382064,513,"[-0.06178715080022812,0.01600036770105362,-0.997961163520813,-0.021128805354237556,0.049917805939912796,0.040421925485134125,0.040217988193035126,-0.03836491331458092,0.035104211419820786,-0.010718436911702156,-0.0008229544619098306,-0.008589607663452625,-0.03266078978776932,0.02685282565653324,-0.00671320641413331,0.0048401192761957645,-0.004029304254800081,0.027394313365221024,0.1079803928732872,-0.18637433648109436,-0.08155332505702972,0.0032184673473238945,0.012087912298738956,-0.045133162289857864,0.06930898129940033,0.15199077129364014,-0.10372688621282578,-0.11255986988544464,0.503677487373352,0.7764726877212524,0.5943211913108826,-0.0005825012922286987,0.2777400016784668,-0.16134612262248993,-0.006126660853624344,0.032241351902484894,-0.24823153018951416,-0.051967717707157135,-0.017546437680721283,0.0,0.0,0.0]","[-0.11008413136005402,0.4927888810634613,0.7576600909233093,0.5963627696037292,-0.005534514784812927,0.28218957781791687,-0.16420215368270874,0.0026569440960884094,0.025229070335626602,-0.23085534572601318,-0.03044883906841278,-0.005613498389720917]"
1776857428.401140,514,"[-0.062248848378658295,0.015033908188343048,-0.9979472756385803,-0.021128805354237556,0.049917805939912796,0.040421925485134125,0.040217988193035126,-0.03836491331458092,0.035104211419820786,-0.011102048680186272,-0.0008229544619098306,-0.009356831200420856,-0.03266078978776932,0.02877088636159897,-0.008631265722215176,-0.004029304254800081,-0.004029304254800081,0.036263737827539444,0.11684981733560562,-0.09768009930849075,-0.05494505539536476,-0.03819026052951813,0.012087912298738956,-0.08846843987703323,0.06043956056237221,0.09876576066017151,-0.0682406947016716,-0.11008413136005402,0.4927888810634613,0.7576600909233093,0.5963627696037292,-0.005534514784812927,0.28218957781791687,-0.16420215368270874,0.0026569440960884094,0.025229070335626602,-0.23085534572601318,-0.03044883906841278,-0.005613498389720917,0.0,0.0,0.0]","[-0.11032558232545853,0.4839622676372528,0.7445743083953857,0.6026873588562012,-0.011559724807739258,0.2792266011238098,-0.16608797013759613,0.009499587118625641,0.019599203020334244,-0.23255980014801025,-0.0337136909365654,-0.0060315728187561035]"
