time_s,step,observation,action_pre_scale
1776857487.420830,3465,"[-0.12793372571468353,0.0036634206771850586,-0.9917754530906677,-0.019210748374462128,-0.015296204946935177,-0.07159272581338882,-0.341859370470047,-0.3301016688346863,0.043735478073358536,0.04068554565310478,0.032551273703575134,0.08769695460796356,-0.4139709174633026,0.32165849208831787,-0.023783931508660316,-0.048104509711265564,0.13386954367160797,-0.06043956056237221,-0.033877894282341,0.006105006206780672,-0.04657972976565361,-0.13814610242843628,0.07655677944421768,-0.24668997526168823,0.46468132734298706,-0.09157509356737137,0.08547008782625198,0.005470415577292442,0.198458731174469,-0.2833058834075928,-0.42045435309410095,-13.107892990112305,0.22435131669044495,-0.006595460698008537,-0.031655680388212204,0.2936211824417114,-0.6945905685424805,20.163240432739258,0.055907897651195526,0.0,0.0,0.0]","[-0.011915285140275955,0.1716478168964386,-0.2893901765346527,-0.4944674074649811,-13.125682830810547,0.2084330916404724,-0.013365359045565128,-0.043490324169397354,0.31714004278182983,-0.6249715089797974,20.168474197387695,0.03599155694246292]"
1776857487.443048,3466,"[-0.12763144075870514,0.007206656038761139,-0.991795539855957,-0.021512417122721672,-0.012994533404707909,-0.07235994935035706,-0.34569549560546875,-0.3301016688346863,0.04181741550564766,0.03838387504220009,0.03293488547205925,0.0861625075340271,-0.40706589818000793,0.32165849208831787,-0.023783931508660316,-0.1680934876203537,0.03109721653163433,0.011123890057206154,-0.25060784816741943,-0.012210012413561344,-0.0610181987285614,-0.10362467169761658,0.08509740233421326,-0.08654342591762543,0.4962221682071686,-0.09157509356737137,0.08547008782625198,-0.011915285140275955,0.1716478168964386,-0.2893901765346527,-0.4944674074649811,-13.125682830810547,0.2084330916404724,-0.013365359045565128,-0.043490324169397354,0.31714004278182983,-0.6249715089797974,20.168474197387695,0.03599155694246292,0.0,0.0,0.0]","[-0.007445089519023895,0.15001806616783142,-0.2961331307888031,-0.5383862257003784,-13.119311332702637,0.19566461443901062,-0.013511852361261845,-0.04744597151875496,0.343429297208786,-0.5971308350563049,20.169511795043945,0.007751993834972382]"
1776857487.460280,3467,"[-0.12763144075870514,0.007206656038761139,-0.991795539855957,-0.02611576020717621,-0.011460086330771446,-0.07504523545503616,-0.34799715876579285,-0.32971808314323425,0.04105019196867943,0.036082204431295395,0.03293488547205925,0.0861625075340271,-0.39479032158851624,0.32165849208831787,-0.023783931508660316,-0.296247661113739,0.08800438791513443,-0.16105906665325165,-0.10984519124031067,0.02312977984547615,-0.06457606703042984,-0.12596262991428375,0.036263737827539444,-0.036263737827539444,0.9014710187911987,-0.09157509356737137,0.08547008782625198,-0.007445089519023895,0.15001806616783142,-0.2961331307888031,-0.5383862257003784,-13.119311332702637,0.19566461443901062,-0.013511852361261845,-0.04744597151875496,0.343429297208786,-0.5971308350563049,20.169511795043945,0.007751993834972382,0.0,0.0,0.0]","[-0.019505495205521584,0.14389243721961975,-0.28504088521003723,-0.5561308860778809,-13.128852844238281,0.18087506294250488,-0.018591605126857758,-0.04813595116138458,0.3399527668952942,-0.550649881362915,20.229969024658203,-0.005702972412109375]"
1776857487.484153,3468,"[-0.12496785074472427,0.012924842536449432,-0.9920763969421387,-0.028801042586565018,-0.01107647456228733,-0.0758124589920044,-0.34838077425956726,-0.32914265990257263,0.040474776178598404,0.03569859266281128,0.033318497240543365,0.0861625075340271,-0.3886525332927704,0.32165849208831787,-0.023783931508660316,-0.15956509113311768,0.028551161289215088,-0.07724884152412415,0.043976232409477234,0.024817094206809998,-0.04313195124268532,-0.028551161289215088,-0.0036832718178629875,-0.012087912298738956,0.6381372213363647,-0.09157509356737137,0.08547008782625198,-0.019505495205521584,0.14389243721961975,-0.28504088521003723,-0.5561308860778809,-13.128852844238281,0.18087506294250488,-0.018591605126857758,-0.04813595116138458,0.3399527668952942,-0.550649881362915,20.229969024658203,-0.005702972412109375,0.0,0.0,0.0]","[-0.021270884200930595,0.13386690616607666,-0.2708602845668793,-0.5909734964370728,-13.140732765197754,0.18120671808719635,-0.0125545309856534,-0.05200919508934021,0.3409721255302429,-0.539139449596405,20.276399612426758,-0.007455803453922272]"
1776857487.500236,3469,"[-0.12083889544010162,0.017381928861141205,-0.9925198554992676,-0.032637160271406174,-0.010309251956641674,-0.07773051410913467,-0.347229927778244,-0.3279918134212494,0.040474776178598404,0.03454775735735893,0.03370210900902748,0.08769695460796356,-0.3771441876888275,0.32165849208831787,-0.023783931508660316,-0.19671005010604858,0.026448208838701248,-0.08425235003232956,0.04571663588285446,0.064153753221035,-0.012210012413561344,-0.06183353066444397,0.007180162239819765,0.19392211735248566,0.525661051273346,-0.09157509356737137,0.08547008782625198,-0.021270884200930595,0.13386690616607666,-0.2708602845668793,-0.5909734964370728,-13.140732765197754,0.18120671808719635,-0.0125545309856534,-0.05200919508934021,0.3409721255302429,-0.539139449596405,20.276399612426758,-0.007455803453922272,0.0,0.0,0.0]","[-0.018642282113432884,0.12880772352218628,-0.25784894824028015,-0.631430983543396,-13.17024040222168,0.18242788314819336,-0.0008403398096561432,-0.05464997887611389,0.3281867206096649,-0.5137569308280945,20.328426361083984,-0.022311091423034668]"
1776857487.520163,3470,"[-0.11820372194051743,0.019852593541145325,-0.9927906394004822,-0.03455521911382675,-0.009925640188157558,-0.0784977376461029,-0.34569549560546875,-0.32664918899536133,0.03913213685154915,0.0337805338203907,0.0340857207775116,0.08808056265115738,-0.37292447686195374,0.32165849208831787,-0.023783931508660316,-0.09239478409290314,-0.018590640276670456,-0.055492714047431946,-0.005864772945642471,0.08249033242464066,-0.07638570666313171,-0.031316887587308884,0.03781961649656296,-0.018590735271573067,0.3757222890853882,-0.09157509356737137,0.08547008782625198,-0.018642282113432884,0.12880772352218628,-0.25784894824028015,-0.631430983543396,-13.17024040222168,0.18242788314819336,-0.0008403398096561432,-0.05464997887611389,0.3281867206096649,-0.5137569308280945,20.328426361083984,-0.022311091423034668,0.0,0.0,0.0]","[-0.020063942298293114,0.12792912125587463,-0.2569337487220764,-0.6673659086227417,-13.202167510986328,0.17851963639259338,-0.003146073780953884,-0.06473106145858765,0.3340364694595337,-0.5060412287712097,20.36149787902832,-0.022006139159202576]"
1776857487.540835,3471,"[-0.11021722108125687,0.028260760009288788,-0.9935054779052734,-0.03608966991305351,-0.009925640188157558,-0.07811412960290909,-0.34301021695137024,-0.3254983425140381,0.0379813015460968,0.0337805338203907,0.03370210900902748,0.0884641781449318,-0.3675539195537567,0.32165849208831787,-0.023783931508660316,-0.06560128182172775,-0.028205128386616707,-0.0269148126244545,0.1258825808763504,0.0707823634147644,-0.08909711241722107,-0.02014652080833912,0.0027388958260416985,0.013378411531448364,0.4411424696445465,-0.09157509356737137,0.08547008782625198,-0.020063942298293114,0.12792912125587463,-0.2569337487220764,-0.6673659086227417,-13.202167510986328,0.17851963639259338,-0.003146073780953884,-0.06473106145858765,0.3340364694595337,-0.5060412287712097,20.36149787902832,-0.022006139159202576,0.0,0.0,0.0]","[-0.022833583876490593,0.13176685571670532,-0.2430742383003235,-0.7180057764053345,-13.242410659790039,0.15887026488780975,0.011055651120841503,-0.0653136670589447,0.306663453578949,-0.4889521300792694,20.401777267456055,-0.026523277163505554]"
1776857487.561544,3472,"[-0.10504201054573059,0.03486335277557373,-0.9938564300537109,-0.03647328168153763,-0.009542027488350868,-0.07811412960290909,-0.34147578477859497,-0.32492291927337646,0.03740588203072548,0.0337805338203907,0.03370210900902748,0.0884641781449318,-0.36064890027046204,0.32165849208831787,-0.023783931508660316,-0.045933812856674194,-0.010476422496140003,0.08461538702249527,0.09106087684631348,0.04503028467297554,-0.026715170592069626,0.028205128386616707,0.036263737827539444,-0.09267399460077286,0.5326696038246155,-0.09157509356737137,0.08547008782625198,-0.022833583876490593,0.13176685571670532,-0.2430742383003235,-0.7180057764053345,-13.242410659790039,0.15887026488780975,0.011055651120841503,-0.0653136670589447,0.306663453578949,-0.4889521300792694,20.401777267456055,-0.026523277163505554,0.0,0.0,0.0]","[-0.02578023634850979,0.13201548159122467,-0.23633268475532532,-0.7754062414169312,-13.305318832397461,0.1308123618364334,0.01884867250919342,-0.06408167630434036,0.28396204113960266,-0.4567173719406128,20.462194442749023,-0.037854380905628204]"
1776857487.580605,3473,"[-0.10053379833698273,0.042127206921577454,-0.9940411448478699,-0.03954217582941055,-0.008391192182898521,-0.07734690606594086,-0.341859370470047,-0.32453933358192444,0.03625504672527313,0.03493136912584305,0.03370210900902748,0.08769695460796356,-0.35604557394981384,0.32165849208831787,-0.023783931508660316,-0.13021306693553925,0.0573921725153923,0.007370115257799625,-0.16687121987342834,0.003623346332460642,-0.0902371034026146,0.04127495363354683,0.02014652080833912,-0.13630785048007965,0.2658320665359497,-0.09157509356737137,0.08547008782625198,-0.02578023634850979,0.13201548159122467,-0.23633268475532532,-0.7754062414169312,-13.305318832397461,0.1308123618364334,0.01884867250919342,-0.06408167630434036,0.28396204113960266,-0.4567173719406128,20.462194442749023,-0.037854380905628204,0.0,0.0,0.0]","[-0.031210551038384438,0.1224483773112297,-0.2411867082118988,-0.8367502689361572,-13.399246215820312,0.11659841239452362,0.024243656545877457,-0.06510350853204727,0.2676647901535034,-0.3996274173259735,20.53900718688965,-0.06977912038564682]"
1776857487.604917,3474,"[-0.0945715382695198,0.050934433937072754,-0.9942141175270081,-0.040309399366378784,-0.004555074032396078,-0.07696329057216644,-0.34301021695137024,-0.32434752583503723,0.036063242703676224,0.036082204431295395,0.0340857207775116,0.0861625075340271,-0.35374388098716736,0.33815380930900574,-0.04143007844686508,-0.007216966710984707,0.15696395933628082,-0.010493988171219826,-0.08939716219902039,-0.037908777594566345,-0.029246198013424873,0.09745548665523529,-0.010494081303477287,-0.15545958280563354,0.03776867687702179,0.4700002074241638,-0.5050624012947083,-0.031210551038384438,0.1224483773112297,-0.2411867082118988,-0.8367502689361572,-13.399246215820312,0.11659841239452362,0.024243656545877457,-0.06510350853204727,0.2676647901535034,-0.3996274173259735,20.53900718688965,-0.06977912038564682,0.0,0.0,0.0]","[-0.05563334375619888,0.10777111351490021,-0.22774624824523926,-0.9523544311523438,-13.450682640075684,0.09411872178316116,0.0335223563015461,-0.05078656226396561,0.2116887867450714,-0.32705575227737427,20.657451629638672,-0.09091297537088394]"
1776857487.620461,3475,"[-0.09168691188097,0.05538167059421539,-0.9942463040351868,-0.041076622903347015,-0.0026370149571448565,-0.07657968252897263,-0.34531188011169434,-0.32511472702026367,0.03529601916670799,0.03800026327371597,0.03562016785144806,0.08424444496631622,-0.35297662019729614,0.33815380930900574,-0.04143007844686508,-0.055425841361284256,0.0680517852306366,0.053903304040431976,-0.15821872651576996,-0.025266550481319427,-0.03137211501598358,0.07611038535833359,0.07458794116973877,-0.09222769737243652,0.11989563703536987,0.05494505539536476,-0.061050061136484146,-0.05563334375619888,0.10777111351490021,-0.22774624824523926,-0.9523544311523438,-13.450682640075684,0.09411872178316116,0.0335223563015461,-0.05078656226396561,0.2116887867450714,-0.32705575227737427,20.657451629638672,-0.09091297537088394,0.0,0.0,0.0]","[-0.05980786681175232,0.0777718722820282,-0.22668245434761047,-0.9726303815841675,-13.55726146697998,0.07665029913187027,0.032231006771326065,-0.05501893162727356,0.16870635747909546,-0.26422491669654846,20.775798797607422,-0.1404932141304016]"
1776857487.641064,3476,"[-0.0891105905175209,0.059452034533023834,-0.994245707988739,-0.042994678020477295,-0.0018697914201766253,-0.0758124589920044,-0.3518332839012146,-0.3260737657546997,0.0354878231883049,0.03915109857916832,0.03830544650554657,0.07925749570131302,-0.3499077260494232,0.33815380930900574,-0.04143007844686508,-0.1228669285774231,-0.0016224253922700882,0.06284643709659576,-0.5241215825080872,-0.06589038670063019,0.029051003977656364,0.007639622315764427,0.10109798610210419,-0.5193076133728027,0.279590904712677,0.05494505539536476,-0.061050061136484146,-0.05980786681175232,0.0777718722820282,-0.22668245434761047,-0.9726303815841675,-13.55726146697998,0.07665029913187027,0.032231006771326065,-0.05501893162727356,0.16870635747909546,-0.26422491669654846,20.775798797607422,-0.1404932141304016,0.0,0.0,0.0]","[-0.0586264505982399,0.06452745199203491,-0.2511201798915863,-0.9909886121749878,-13.678332328796387,0.07220317423343658,0.028609957545995712,-0.043690767139196396,0.1659587025642395,-0.27317318320274353,20.887025833129883,-0.1690172255039215]"
1776857487.661057,3477,"[-0.08786848187446594,0.06173773854970932,-0.9942170977592468,-0.04606357216835022,-0.0018697914201766253,-0.07466161996126175,-0.3564366102218628,-0.3264573812484741,0.03587143495678902,0.039534710347652435,0.04137434437870979,0.06928358972072601,-0.3479897081851959,0.33815380930900574,-0.04143007844686508,-0.13881763815879822,0.004029304254800081,0.17847612500190735,-0.48423340916633606,-0.05253239721059799,0.03421728312969208,0.038002386689186096,0.1227005124092102,-0.8148020505905151,0.020780125632882118,0.05494505539536476,-0.061050061136484146,-0.0586264505982399,0.06452745199203491,-0.2511201798915863,-0.9909886121749878,-13.678332328796387,0.07220317423343658,0.028609957545995712,-0.043690767139196396,0.1659587025642395,-0.27317318320274353,20.887025833129883,-0.1690172255039215,0.0,0.0,0.0]","[-0.06450346112251282,0.04903878644108772,-0.2913512885570526,-1.027113914489746,-13.731409072875977,0.08274348825216293,0.03379743918776512,-0.029040787369012833,0.1876179724931717,-0.29259932041168213,20.95449447631836,-0.19149848818778992]"
1776857487.682245,3478,"[-0.08676043152809143,0.06391306221485138,-0.9941772222518921,-0.047214407473802567,-0.0014861796516925097,-0.07235994935035706,-0.3667941391468048,-0.32760822772979736,0.03740588203072548,0.03991832211613655,0.0440596267580986,0.05892607197165489,-0.3476060628890991,0.33815380930900574,-0.04143007844686508,-0.00026474520564079285,0.06187091022729874,0.1899067908525467,-0.5181338787078857,-0.040680162608623505,0.06848486512899399,0.029636479914188385,0.054341793060302734,-0.7195988297462463,-0.018714342266321182,0.05494505539536476,-0.061050061136484146,-0.06450346112251282,0.04903878644108772,-0.2913512885570526,-1.027113914489746,-13.731409072875977,0.08274348825216293,0.03379743918776512,-0.029040787369012833,0.1876179724931717,-0.29259932041168213,20.95449447631836,-0.19149848818778992,0.0,0.0,0.0]","[-0.07028093189001083,0.036739904433488846,-0.30427658557891846,-1.0507832765579224,-13.777491569519043,0.08135253936052322,0.041455477476119995,-0.022094521671533585,0.1771164983510971,-0.28948232531547546,21.044883728027344,-0.2008090615272522]"
1776857487.708639,3479,"[-0.08810387551784515,0.06689164787530899,-0.9938629865646362,-0.047214407473802567,-0.00033534420072101057,-0.07235994935035706,-0.3667941391468048,-0.32722461223602295,0.037022270262241364,0.04260360449552536,0.04943019151687622,0.05125383287668228,-0.3476060628890991,0.33815380930900574,-0.04143007844686508,0.028205128386616707,0.05980732664465904,0.1329670399427414,-0.261904776096344,0.032267965376377106,-0.013952868059277534,0.10731598734855652,0.2508957087993622,-0.1932210475206375,-0.036263737827539444,0.05494505539536476,-0.061050061136484146,-0.07028093189001083,0.036739904433488846,-0.30427658557891846,-1.0507832765579224,-13.777491569519043,0.08135253936052322,0.041455477476119995,-0.022094521671533585,0.1771164983510971,-0.28948232531547546,21.044883728027344,-0.2008090615272522,0.0,0.0,0.0]","[-0.06635963171720505,0.025615204125642776,-0.28311020135879517,-1.0212711095809937,-13.839330673217773,0.09644836187362671,0.028743509203195572,-0.023066645488142967,0.13255932927131653,-0.2312510907649994,21.11513328552246,-0.16918528079986572]"
1776857487.720543,3480,"[-0.09249318391084671,0.0667787715792656,-0.9934711456298828,-0.046447183936834335,0.0015827148454263806,-0.0735107883810997,-0.37791886925697327,-0.32664918899536133,0.037597689777612686,0.04337083175778389,0.055951591581106186,0.05125383287668228,-0.3476060628890991,0.33815380930900574,-0.04143007844686508,0.013381985016167164,0.05158684402704239,-0.12282036244869232,-0.5022801756858826,0.012997603043913841,0.031312499195337296,-0.010793715715408325,0.2769336998462677,0.05238095298409462,0.05238095298409462,0.05494505539536476,-0.061050061136484146,-0.06635963171720505,0.025615204125642776,-0.28311020135879517,-1.0212711095809937,-13.839330673217773,0.09644836187362671,0.028743509203195572,-0.023066645488142967,0.13255932927131653,-0.2312510907649994,21.11513328552246,-0.16918528079986572,0.0,0.0,0.0]","[-0.06318353116512299,0.026881083846092224,-0.2683052122592926,-1.000964879989624,-13.945136070251465,0.10404051095247269,0.01573638990521431,-0.03145008161664009,0.1312761902809143,-0.19003263115882874,21.15929412841797,-0.1683962345123291]"
1776857487.740211,3481,"[-0.090495765209198,0.06702950596809387,-0.9936383366584778,-0.046447183936834335,0.001199103076942265,-0.07427801191806793,-0.3790697157382965,-0.32741641998291016,0.03836491331458092,0.04260360449552536,0.05902048945426941,0.050870221108198166,-0.34645524621009827,0.33815380930900574,-0.04143007844686508,-0.012087912298738956,-0.005571299698203802,-0.00711329560726881,0.007461646571755409,-0.03141140565276146,0.04972624033689499,-0.0393478199839592,0.0969514399766922,-0.11033320426940918,0.14565116167068481,0.05494505539536476,-0.061050061136484146,-0.06318353116512299,0.026881083846092224,-0.2683052122592926,-1.000964879989624,-13.945136070251465,0.10404051095247269,0.01573638990521431,-0.03145008161664009,0.1312761902809143,-0.19003263115882874,21.15929412841797,-0.1683962345123291,0.0,0.0,0.0]","[-0.07722482830286026,0.020069990307092667,-0.23110252618789673,-0.9636422395706177,-13.99400520324707,0.0880889892578125,0.022252406924962997,-0.017512589693069458,0.11281152814626694,-0.19632050395011902,21.199344635009766,-0.1538885533809662]"
1776857487.761412,3482,"[-0.08835006505250931,0.06705377250909805,-0.9938300251960754,-0.04683079570531845,0.0008154912502504885,-0.0735107883810997,-0.37791886925697327,-0.32760822772979736,0.03817310556769371,0.042219992727041245,0.06093854829668999,0.05048660933971405,-0.34415358304977417,0.33815380930900574,-0.04143007844686508,-0.004999991040676832,-0.03723442554473877,0.06238093599677086,0.14393797516822815,0.007695320528000593,0.013800326734781265,-0.013058599084615707,0.04917578399181366,-0.021117206662893295,0.2113184630870819,0.05494505539536476,-0.061050061136484146,-0.07722482830286026,0.020069990307092667,-0.23110252618789673,-0.9636422395706177,-13.99400520324707,0.0880889892578125,0.022252406924962997,-0.017512589693069458,0.11281152814626694,-0.19632050395011902,21.199344635009766,-0.1538885533809662,0.0,0.0,0.0]","[-0.07825061678886414,0.016460156068205833,-0.19218695163726807,-0.9152106046676636,-14.02736759185791,0.08042789995670319,0.02070731297135353,-0.010783176869153976,0.08423306047916412,-0.2028387039899826,21.23064422607422,-0.12700790166854858]"
1776857487.780683,3483,"[-0.0847027599811554,0.06770092248916626,-0.9941035509109497,-0.04759801924228668,0.000431879423558712,-0.07197634130716324,-0.3767680525779724,-0.32741641998291016,0.03836491331458092,0.04145276919007301,0.062089383602142334,0.04703410342335701,-0.3430027365684509,0.33815380930900574,-0.04143007844686508,-0.08087603747844696,-0.06259919703006744,0.07713669538497925,0.042742133140563965,0.01731918193399906,0.023424187675118446,-0.04058299958705902,0.05080123990774155,-0.23298980295658112,0.08303596824407578,0.05494505539536476,-0.061050061136484146,-0.07825061678886414,0.016460156068205833,-0.19218695163726807,-0.9152106046676636,-14.02736759185791,0.08042789995670319,0.02070731297135353,-0.010783176869153976,0.08423306047916412,-0.2028387039899826,21.23064422607422,-0.12700790166854858,0.0,0.0,0.0]","[-0.07928995788097382,0.01829986833035946,-0.18713420629501343,-0.8963228464126587,-14.075379371643066,0.08065856993198395,0.024772372096776962,0.0017862655222415924,0.08445312827825546,-0.24598845839500427,21.254201889038086,-0.11427963525056839]"
1776857487.802123,3484,"[-0.08146349340677261,0.06870583444833755,-0.994305431842804,-0.04874885454773903,-0.00033534420072101057,-0.0685238316655159,-0.3740827441215515,-0.32741641998291016,0.03836491331458092,0.040301933884620667,0.06285660713911057,0.04166353866457939,-0.34108468890190125,0.33815380930900574,-0.04143007844686508,-0.047815434634685516,-0.014416642487049103,0.207915261387825,0.22170430421829224,0.012210012413561344,0.05494505539536476,-0.055874042212963104,0.038592465221881866,-0.33461612462997437,0.05820250138640404,0.05494505539536476,-0.061050061136484146,-0.07928995788097382,0.01829986833035946,-0.18713420629501343,-0.8963228464126587,-14.075379371643066,0.08065856993198395,0.024772372096776962,0.0017862655222415924,0.08445312827825546,-0.24598845839500427,21.254201889038086,-0.11427963525056839,0.0,0.0,0.0]","[-0.08404925465583801,0.015507882460951805,-0.1758912205696106,-0.8753349781036377,-14.103002548217773,0.07690577954053879,0.029632769525051117,0.019931137561798096,0.06330806016921997,-0.27962344884872437,21.270668029785156,-0.08850351721048355]"
1776857487.821855,3485,"[-0.08146349340677261,0.06870583444833755,-0.994305431842804,-0.05028330162167549,-0.0011025677667930722,-0.06545493751764297,-0.3690958023071289,-0.32741641998291016,0.03836491331458092,0.039534710347652435,0.06400743871927261,0.03475852683186531,-0.3376321792602539,0.33815380930900574,-0.04143007844686508,-0.0982087031006813,-0.06320691853761673,0.17627088725566864,0.21542343497276306,0.012210012413561344,0.05494505539536476,-0.06320691853761673,0.008180243894457817,-0.4721589684486389,0.2985337972640991,0.05494505539536476,-0.061050061136484146,-0.08404925465583801,0.015507882460951805,-0.1758912205696106,-0.8753349781036377,-14.103002548217773,0.07690577954053879,0.029632769525051117,0.019931137561798096,0.06330806016921997,-0.27962344884872437,21.270668029785156,-0.08850351721048355,0.0,0.0,0.0]","[-0.0873987078666687,0.020749889314174652,-0.16745980083942413,-0.8591699600219727,-14.16433048248291,0.0718533918261528,0.030060380697250366,0.02806577831506729,0.05889274179935455,-0.3088649809360504,21.29783058166504,-0.07910539954900742]"
1776857487.842076,3486,"[-0.07943546772003174,0.06867232918739319,-0.9944716095924377,-0.05220136418938637,-0.0011025677667930722,-0.06392049044370651,-0.36756137013435364,-0.32741641998291016,0.03836491331458092,0.03838387504220009,0.06630910933017731,0.024017395451664925,-0.3330288231372833,0.33815380930900574,-0.04143007844686508,-0.10820384323596954,-0.028205128386616707,0.1147681325674057,0.23564687371253967,0.012210012413561344,0.05494505539536476,-0.06492225080728531,0.10969797521829605,-0.5696772933006287,0.4490666687488556,0.05494505539536476,-0.061050061136484146,-0.0873987078666687,0.020749889314174652,-0.16745980083942413,-0.8591699600219727,-14.16433048248291,0.0718533918261528,0.030060380697250366,0.02806577831506729,0.05889274179935455,-0.3088649809360504,21.29783058166504,-0.07910539954900742,0.0,0.0,0.0]","[-0.08978503197431564,0.02181577868759632,-0.16635368764400482,-0.8509528636932373,-14.228510856628418,0.07512157410383224,0.0286293625831604,0.03609298914670944,0.04355848580598831,-0.32277345657348633,21.31773567199707,-0.06236564368009567]"
1776857487.860671,3487,"[-0.08005502074956894,0.06714776903390884,-0.9945264458656311,-0.0529685877263546,-0.0011025677667930722,-0.06008436903357506,-0.36295801401138306,-0.32741641998291016,0.03836491331458092,0.03838387504220009,0.06822717189788818,0.021332113072276115,-0.3303435444831848,0.33815380930900574,-0.04143007844686508,-0.08872043341398239,-0.028205128386616707,0.12125793099403381,0.23012518882751465,0.012210012413561344,0.05494505539536476,0.004029304254800081,0.08681949228048325,-0.3004482388496399,0.2601551115512848,0.05494505539536476,-0.061050061136484146,-0.08978503197431564,0.02181577868759632,-0.16635368764400482,-0.8509528636932373,-14.228510856628418,0.07512157410383224,0.0286293625831604,0.03609298914670944,0.04355848580598831,-0.32277345657348633,21.31773567199707,-0.06236564368009567,0.0,0.0,0.0]","[-0.08566925674676895,0.0208597332239151,-0.15518638491630554,-0.833991527557373,-14.276969909667969,0.07373001426458359,0.024306993931531906,0.02349218726158142,0.05202905833721161,-0.3166637420654297,21.323869705200195,-0.05562435835599899]"
1776857487.883088,3488,"[-0.08219459652900696,0.06415754556655884,-0.9945489168167114,-0.05565387010574341,-0.0007189559983089566,-0.058549921959638596,-0.3621908128261566,-0.32741641998291016,0.03836491331458092,0.03838387504220009,0.07321412861347198,0.019414054229855537,-0.3257402181625366,0.33815380930900574,-0.04143007844686508,-0.1132759302854538,-0.003388630226254463,-0.017583824694156647,-0.010807070881128311,0.012210012413561344,0.05494505539536476,-0.02014652080833912,0.19770613312721252,-0.03140849620103836,0.2695925235748291,0.05494505539536476,-0.061050061136484146,-0.08566925674676895,0.0208597332239151,-0.15518638491630554,-0.833991527557373,-14.276969909667969,0.07373001426458359,0.024306993931531906,0.02349218726158142,0.05202905833721161,-0.3166637420654297,21.323869705200195,-0.05562435835599899,0.0,0.0,0.0]","[-0.07410597801208496,0.027642808854579926,-0.14898444712162018,-0.8276964426040649,-14.33890151977539,0.07894032448530197,0.012624557130038738,-0.00018863752484321594,0.07257425785064697,-0.2898388206958771,21.31751251220703,-0.05388244241476059]"
1776857487.900217,3489,"[-0.08161546289920807,0.059616051614284515,-0.9948793053627014,-0.05718831717967987,-0.0007189559983089566,-0.05970075726509094,-0.3621908128261566,-0.32741641998291016,0.03836491331458092,0.03838387504220009,0.07551579922437668,0.019797665998339653,-0.3226713240146637,0.33815380930900574,-0.04143007844686508,-0.08740321546792984,-0.004029304254800081,-0.0846916064620018,0.036263737827539444,0.012210012413561344,0.05494505539536476,0.012087912298738956,0.13311947882175446,-0.04161073639988899,0.2191287875175476,0.05494505539536476,-0.061050061136484146,-0.07410597801208496,0.027642808854579926,-0.14898444712162018,-0.8276964426040649,-14.33890151977539,0.07894032448530197,0.012624557130038738,-0.00018863752484321594,0.07257425785064697,-0.2898388206958771,21.31751251220703,-0.05388244241476059,0.0,0.0,0.0]","[-0.07904480397701263,0.02926279976963997,-0.14465589821338654,-0.8220860958099365,-14.384357452392578,0.07108017057180405,0.015371601097285748,-0.012302011251449585,0.08874715119600296,-0.2998322546482086,21.313182830810547,-0.06265772134065628]"
1776857487.921089,3490,"[-0.07826132327318192,0.05462244898080826,-0.9954354166984558,-0.057571928948163986,-0.00033534420072101057,-0.060467980802059174,-0.3618071675300598,-0.32741641998291016,0.03836491331458092,0.03838387504220009,0.07628302276134491,0.019797665998339653,-0.31921881437301636,0.33815380930900574,-0.04143007844686508,0.002820422872900963,0.02135540172457695,0.04190458357334137,-0.010878222063183784,0.012210012413561344,0.05494505539536476,-0.004029304254800081,0.02256428264081478,0.08461538702249527,0.17608147859573364,0.05494505539536476,-0.061050061136484146,-0.07904480397701263,0.02926279976963997,-0.14465589821338654,-0.8220860958099365,-14.384357452392578,0.07108017057180405,0.015371601097285748,-0.012302011251449585,0.08874715119600296,-0.2998322546482086,21.313182830810547,-0.06265772134065628,0.0,0.0,0.0]","[-0.07614091783761978,0.02736702188849449,-0.12432533502578735,-0.7895475625991821,-14.40065860748291,0.05162904039025307,0.018663223832845688,-0.018153127282857895,0.07746315747499466,-0.3303820490837097,21.314409255981445,-0.05050189793109894]"
1776857487.941786,3491,"[-0.07826132327318192,0.05462244898080826,-0.9954354166984558,-0.057571928948163986,-0.00033534420072101057,-0.060467980802059174,-0.3614235818386078,-0.32741641998291016,0.03836491331458092,0.03838387504220009,0.07551579922437668,0.020564889535307884,-0.3180679976940155,0.33815380930900574,-0.04143007844686508,-0.02014652080833912,0.012087912298738956,-0.05238095298409462,0.062138333916664124,0.012210012413561344,0.05494505539536476,-0.028205128386616707,-0.023545391857624054,0.1283072978258133,0.06553739309310913,0.05494505539536476,-0.061050061136484146,-0.07614091783761978,0.02736702188849449,-0.12432533502578735,-0.7895475625991821,-14.40065860748291,0.05162904039025307,0.018663223832845688,-0.018153127282857895,0.07746315747499466,-0.3303820490837097,21.314409255981445,-0.05050189793109894,0.0,0.0,0.0]","[-0.08154814690351486,0.02658264897763729,-0.11209143698215485,-0.7659118175506592,-14.401077270507812,0.0514201894402504,0.023459330201148987,-0.017312096431851387,0.07451366633176804,-0.3574988543987274,21.29961395263672,-0.04357431083917618]"
